user_id,email,first_name,last_name,department,premium,created_date
user0385,maria.martinez@testcorp.com,Maria,Martinez,Engineering,false,2024-12-17
user0386,maria.miller@company.com,Maria,Miller,Operations,false,2025-02-07
user0387,emily.rodriguez@example.com,Emily,Rodriguez,Sales,true,2025-02-27
user0388,robert.johnson@example.com,Robert,Johnson,IT,true,2025-06-29
user0389,emily.miller@company.com,Emily,Miller,Operations,false,2025-10-04
user0390,david.williams@example.com,David,Williams,Operations,true,2025-11-04
user0391,james.davis@company.com,James,Davis,Marketing,false,2025-03-16
user0392,lisa.jones@testcorp.com,Lisa,Jones,Marketing,true,2025-01-10
user0393,maria.jones@example.com,Maria,Jones,Sales,false,2025-09-22
user0394,sarah.davis@example.com,Sarah,Davis,Finance,false,2025-10-09
user0395,emily.smith@example.com,Emily,Smith,IT,false,2025-01-21
user0396,james.rodriguez@company.com,James,Rodriguez,Support,false,2025-05-22
user0397,jane.johnson@company.com,Jane,Johnson,IT,false,2025-11-03
user0398,james.smith@testcorp.com,James,Smith,IT,true,2025-03-30
user0399,james.smith@example.com,James,Smith,Operations,false,2025-11-02
user0400,robert.jones@example.com,Robert,Jones,Engineering,false,2025-04-19
user0401,david.garcia@example.com,David,Garcia,Finance,false,2025-10-11
user0402,michael.brown@testcorp.com,Michael,Brown,Finance,false,2025-05-29
user0403,david.davis@testcorp.com,David,Davis,IT,false,2025-02-19
user0404,michael.martinez@testcorp.com,Michael,Martinez,Support,false,2025-06-22
user0405,jane.williams@example.com,Jane,Williams,Sales,true,2025-03-15
user0406,robert.miller@company.com,Robert,Miller,Finance,false,2025-04-14
user0407,john.martinez@testcorp.com,John,Martinez,Finance,true,2025-02-21
user0408,james.williams@company.com,James,Williams,Engineering,true,2025-05-01
user0409,robert.martinez@example.com,Robert,Martinez,IT,true,2025-01-27
user0410,maria.martinez@example.com,Maria,Martinez,HR,true,2025-03-03
user0411,sarah.rodriguez@example.com,Sarah,Rodriguez,Finance,false,2025-07-04
user0412,james.davis@company.com,James,Davis,IT,true,2025-07-30
user0413,michael.davis@testcorp.com,Michael,Davis,Support,false,2025-06-07
user0414,jane.johnson@company.com,Jane,Johnson,Sales,true,2025-09-08
user0415,robert.rodriguez@company.com,Robert,Rodriguez,HR,false,2025-08-09
user0416,john.williams@testcorp.com,John,Williams,Sales,false,2025-05-14
user0417,jane.rodriguez@company.com,Jane,Rodriguez,HR,false,2025-08-02
user0418,maria.johnson@company.com,Maria,Johnson,IT,false,2025-11-05
user0419,jane.brown@company.com,Jane,Brown,Finance,false,2025-08-23
user0420,john.garcia@company.com,John,Garcia,Operations,false,2025-04-23
user0421,emily.martinez@example.com,Emily,Martinez,IT,false,2025-09-17
user0422,maria.rodriguez@company.com,Maria,Rodriguez,Sales,false,2025-04-20
user0423,michael.martinez@testcorp.com,Michael,Martinez,HR,false,2025-01-25
user0424,jane.jones@example.com,Jane,Jones,Operations,true,2025-10-24
user0425,emily.miller@company.com,Emily,Miller,HR,true,2025-10-08
user0426,jane.williams@testcorp.com,Jane,Williams,HR,false,2025-06-05
user0427,jane.davis@testcorp.com,Jane,Davis,Support,false,2025-04-24
user0428,sarah.martinez@example.com,Sarah,Martinez,Engineering,false,2025-03-08
user0429,robert.brown@example.com,Robert,Brown,Operations,false,2024-12-05
user0430,john.jones@example.com,John,Jones,Operations,true,2025-07-07
user0431,jane.martinez@company.com,Jane,Martinez,Engineering,true,2025-09-27
user0432,james.williams@testcorp.com,James,Williams,Marketing,false,2024-11-30
user0433,maria.brown@testcorp.com,Maria,Brown,Sales,false,2025-01-09
user0434,maria.jones@example.com,Maria,Jones,Sales,false,2025-04-23
user0435,james.williams@company.com,James,Williams,Marketing,false,2025-09-14
user0436,john.garcia@example.com,John,Garcia,HR,true,2025-07-07
user0437,emily.jones@company.com,Emily,Jones,IT,false,2025-11-18
user0438,jane.williams@testcorp.com,Jane,Williams,Support,false,2024-12-19
user0439,emily.brown@example.com,Emily,Brown,Finance,false,2025-09-13
user0440,lisa.williams@company.com,Lisa,Williams,Operations,true,2024-12-16
user0441,david.brown@testcorp.com,David,Brown,Engineering,false,2025-02-27
user0442,emily.brown@testcorp.com,Emily,Brown,Sales,false,2025-05-09
user0443,david.williams@testcorp.com,David,Williams,Engineering,true,2025-01-10
user0444,michael.miller@testcorp.com,Michael,Miller,Support,true,2025-05-30
user0445,james.martinez@example.com,James,Martinez,Operations,false,2025-07-26
user0446,jane.brown@testcorp.com,Jane,Brown,Marketing,true,2025-06-15
user0447,maria.garcia@testcorp.com,Maria,Garcia,HR,false,2025-05-06
user0448,jane.miller@example.com,Jane,Miller,HR,false,2025-05-20
user0449,david.miller@testcorp.com,David,Miller,Marketing,true,2024-12-04
user0450,jane.miller@example.com,Jane,Miller,IT,false,2025-01-23
user0451,lisa.davis@company.com,Lisa,Davis,Sales,false,2025-01-21
user0452,lisa.brown@testcorp.com,Lisa,Brown,Support,false,2025-03-11
user0453,emily.davis@company.com,Emily,Davis,Finance,true,2025-07-09
user0454,john.martinez@testcorp.com,John,Martinez,Support,false,2025-09-11
user0455,emily.garcia@company.com,Emily,Garcia,Marketing,true,2024-12-24
user0456,john.rodriguez@example.com,John,Rodriguez,Finance,false,2025-06-27
user0457,emily.martinez@company.com,Emily,Martinez,Operations,false,2025-06-08
user0458,sarah.jones@testcorp.com,Sarah,Jones,Operations,false,2025-09-09
user0459,michael.rodriguez@testcorp.com,Michael,Rodriguez,HR,false,2025-05-17
user0460,david.garcia@testcorp.com,David,Garcia,IT,false,2025-10-06
user0461,robert.brown@example.com,Robert,Brown,IT,true,2025-04-22
user0462,david.jones@company.com,David,Jones,Operations,false,2025-04-27
user0463,lisa.smith@company.com,Lisa,Smith,Engineering,false,2025-05-17
user0464,emily.rodriguez@example.com,Emily,Rodriguez,IT,false,2025-10-11
user0465,john.johnson@company.com,John,Johnson,Sales,false,2025-06-08
user0466,lisa.johnson@company.com,Lisa,Johnson,Operations,false,2025-06-28
user0467,john.smith@example.com,John,Smith,Marketing,false,2024-12-27
user0468,michael.johnson@testcorp.com,Michael,Johnson,Sales,true,2025-05-14
user0469,james.davis@example.com,James,Davis,Finance,true,2025-03-13
user0470,michael.garcia@testcorp.com,Michael,Garcia,Marketing,false,2025-05-08
user0471,lisa.rodriguez@testcorp.com,Lisa,Rodriguez,Operations,true,2025-09-24
user0472,maria.davis@example.com,Maria,Davis,IT,false,2025-06-06
user0473,lisa.smith@company.com,Lisa,Smith,IT,true,2025-07-12
user0474,sarah.martinez@company.com,Sarah,Martinez,Support,false,2025-08-04
user0475,emily.davis@example.com,Emily,Davis,HR,false,2025-01-20
user0476,sarah.miller@testcorp.com,Sarah,Miller,Operations,true,2025-07-18
user0477,maria.johnson@company.com,Maria,Johnson,Support,false,2025-06-12
user0478,michael.williams@company.com,Michael,Williams,Marketing,false,2025-11-29
user0479,michael.smith@company.com,Michael,Smith,IT,true,2025-10-13
user0480,jane.smith@example.com,Jane,Smith,HR,false,2025-02-01
user0481,maria.miller@company.com,Maria,Miller,Operations,false,2025-02-04
user0482,sarah.davis@example.com,Sarah,Davis,Operations,false,2025-07-03
user0483,emily.garcia@testcorp.com,Emily,Garcia,Marketing,true,2025-04-16
user0484,james.jones@testcorp.com,James,Jones,Support,true,2025-01-11
user0485,robert.martinez@company.com,Robert,Martinez,Marketing,true,2025-02-15
user0486,michael.miller@company.com,Michael,Miller,Engineering,false,2025-10-06
user0487,david.williams@company.com,David,Williams,Marketing,false,2025-03-09
user0488,james.johnson@company.com,James,Johnson,IT,false,2025-10-16
user0489,jane.brown@example.com,Jane,Brown,Support,false,2025-01-08
user0490,john.jones@example.com,John,Jones,HR,false,2025-03-31
user0491,emily.smith@testcorp.com,Emily,Smith,Operations,false,2025-05-23
user0492,jane.johnson@company.com,Jane,Johnson,HR,false,2025-04-20
user0493,jane.johnson@company.com,Jane,Johnson,HR,false,2025-09-14
user0494,jane.davis@example.com,Jane,Davis,IT,false,2025-09-12
user0495,emily.brown@example.com,Emily,Brown,Support,true,2025-06-02
user0496,sarah.brown@company.com,Sarah,Brown,Operations,false,2025-10-02
user0497,maria.davis@example.com,Maria,Davis,Operations,false,2025-03-16
user0498,robert.garcia@example.com,Robert,Garcia,IT,false,2025-04-27
user0499,maria.williams@example.com,Maria,Williams,Sales,false,2025-10-09
user0500,david.davis@testcorp.com,David,Davis,Sales,false,2025-07-16
